2026-02-15T13:45:36.348658+00:00,TP_HIT,HYPEUSDT,63,SHORT,30.809,1.29,39.74,0,0.38,ACCUMULATION,5:12:28,0.697,1.51,0.4373,Tight TP (0.7%) + 1 SO(s) with Tight dev (1.5%) in accumulation market
2026-02-15T13:45:40.350330+00:00,OPEN,HYPEUSDT,64,SHORT,30.800,0.43,13.24,0,0.00,ACCUMULATION,,,,,
2026-02-15T18:58:02.799415+00:00,TP_HIT,HYPEUSDT,64,SHORT,30.586,0.43,13.15,0,0.09,ACCUMULATION,5:12:24,0.732,1.22,0.4592,Tight TP (0.7%) hit with no SOs — clean entry in accumulation market
2026-02-15T18:58:07.472935+00:00,OPEN,HYPEUSDT,65,SHORT,30.569,0.43,13.14,0,0.00,ACCUMULATION,,,,,
2026-02-15T21:45:10.538278+00:00,TP_HIT,HYPEUSDT,65,SHORT,30.386,0.43,13.07,0,0.08,TRENDING,2:47:05,0.6,1.2,0.2652,Tight TP (0.6%) hit with no SOs — clean entry in trending market
2026-02-15T21:45:15.640101+00:00,OPEN,HYPEUSDT,66,SHORT,30.395,0.43,13.07,0,0.00,TRENDING,,,,,
2026-02-16T01:21:43.241521+00:00,TP_HIT,HYPEUSDT,66,SHORT,30.213,0.43,12.99,0,0.08,MILD_TREND,3:36:30,0.625,1.2,0.3173,Tight TP (0.6%) hit with no SOs — clean entry in mild trend market
2026-02-16T01:21:47.446576+00:00,OPEN,HYPEUSDT,67,SHORT,30.223,0.43,13.00,0,0.00,MILD_TREND,,,,,
2026-02-16T02:55:55.432942+00:00,TP_HIT,HYPEUSDT,67,SHORT,30.042,0.43,12.92,0,0.08,ACCUMULATION,1:34:10,0.6,1.2,0.2847,Tight TP (0.6%) hit with no SOs — clean entry in accumulation market
2026-02-16T02:56:00.520334+00:00,OPEN,HYPEUSDT,68,SHORT,30.033,0.43,12.91,0,0.00,ACCUMULATION,,,,,
2026-02-16T05:03:00.104256+00:00,TP_HIT,HYPEUSDT,68,SHORT,29.853,0.43,12.84,0,0.08,EXTREME,2:07:01,0.6,1.2,0.2487,Tight TP (0.6%) hit with no SOs — clean entry in extreme market
2026-02-16T05:05:36.247746+00:00,OPEN,HYPEUSDT,69,SHORT,29.881,0.44,13.15,0,0.00,MILD_TREND,,,,,
2026-02-16T05:15:28.054020+00:00,TP_HIT,HYPEUSDT,69,SHORT,29.702,0.44,13.07,0,0.08,MILD_TREND,0:09:54,0.6,1.2,0.2911,Tight TP (0.6%) hit with no SOs — clean entry in mild trend market
2026-02-16T05:15:33.719703+00:00,OPEN,HYPEUSDT,70,SHORT,29.675,0.44,13.06,0,0.00,MILD_TREND,,,,,
2026-02-16T12:05:06.710889+00:00,SO_FILL,HYPEUSDT,70,SHORT,30.044,0.87,26.14,1,0.00,RANGING,,,,,
2026-02-16T13:02:43.549590+00:00,SO_FILL,HYPEUSDT,70,SHORT,30.517,1.73,52.79,2,0.00,MILD_TREND,,,,,
2026-02-16T15:25:07.010558+00:00,TP_HIT,HYPEUSDT,70,SHORT,30.059,3.04,91.38,0,0.61,RANGING,10:09:35,0.699,1.2,0.4386,Tight TP (0.7%) + 2 SO(s) with Tight dev (1.2%) in ranging market
2026-02-16T15:25:11.905248+00:00,OPEN,HYPEUSDT,71,SHORT,30.053,0.44,13.22,0,0.00,RANGING,,,,,
2026-02-16T15:31:35.094580+00:00,TP_HIT,HYPEUSDT,71,SHORT,29.843,0.44,13.13,0,0.09,ACCUMULATION,0:06:25,0.706,1.2,0.4427,Tight TP (0.7%) hit with no SOs — clean entry in accumulation market
2026-02-16T15:31:40.267126+00:00,OPEN,HYPEUSDT,72,SHORT,29.800,0.44,13.11,0,0.00,ACCUMULATION,,,,,
2026-02-16T20:57:15.609448+00:00,SO_FILL,HYPEUSDT,72,SHORT,30.275,0.87,26.34,1,0.00,TRENDING,,,,,
2026-02-16T22:00:39.532778+00:00,SO_FILL,HYPEUSDT,72,SHORT,30.607,1.74,53.26,2,0.00,DISTRIBUTION,,,,,
2026-02-16T23:22:37.096481+00:00,SO_FILL,HYPEUSDT,72,SHORT,30.873,3.44,106.20,3,0.00,DISTRIBUTION,,,,,
2026-02-17T00:05:13.079928+00:00,TP_HIT,HYPEUSDT,59,LONG,31.378,2.99,93.82,0,0.56,MILD_TREND,"1 day, 18:46:32",0.71,1.239,0.3604,Tight TP (0.7%) + 2 SO(s) with Tight dev (1.2%) in mild trend market
2026-02-17T00:05:18.532312+00:00,OPEN,HYPEUSDT,73,LONG,31.334,0.42,13.16,0,0.00,MILD_TREND,,,,,
2026-02-17T02:04:28.650190+00:00,SO_FILL,HYPEUSDT,73,LONG,30.939,0.86,26.61,1,0.00,RANGING,,,,,
